*********************************************************************
************ Scheduling algorithm: Round Robin ***********************
************ ( No. of Task = 100  Quantum = 16 ) **********************
*********************************************************************
 pid arrival CPU-burst   finish  waiting     turn  response Context
   1       0         1      1.0      0.0      1.0       0.0       0
   2       2         3      5.0      0.0      3.0       0.0       0
   3       7         6     13.0      0.0      6.0       0.0       0
   4      12        18     51.0     21.0     39.0       1.0       1
   5      20         3     32.5      9.5     12.5       9.5       0
   6      25        29    115.0     61.0     90.0       7.5       1
   7      30        20    169.5    119.5    139.5      21.0       1
   8      36         4     71.5     31.5     35.5      31.5       0
   9      41        14     85.5     30.5     44.5      30.5       0
  10      47        35    717.5    635.5    670.5      38.5       2
  11      51        18    345.5    276.5    294.5      64.0       1
  12      55        30    425.5    340.5    370.5      76.5       1
  13      59        49   1912.5   1804.5   1853.5      89.0       3
  14      63         1    165.5    101.5    102.5     101.5       0
  15      70        32    539.5    437.5    469.5      99.5       1
  16      77         2    188.0    109.0    111.0     109.0       0
  17      81         6    194.0    107.0    113.0     107.0       0
  18      87         3    197.0    107.0    110.0     107.0       0
  19      91        23    616.5    502.5    525.5     106.0       1
  20      97        47   1551.0   1407.0   1454.0     116.5       2
  21     104        22    756.0    630.0    652.0     142.5       1
  22     109        14    277.0    154.0    168.0     154.0       0
  23     112        39   1629.5   1478.5   1517.5     165.0       2
  24     115        38   1672.0   1519.0   1557.0     178.5       2
  25     120         6    316.0    190.0    196.0     190.0       0
  26     125        11    327.0    191.0    202.0     191.0       0
  27     129        27    993.0    837.0    864.0     198.0       1
  28     136        19   1053.5    898.5    917.5     209.5       1
  29     140        29   1112.5    943.5    972.5     222.0       1
  30     143        28   1178.0   1007.0   1035.0     235.5       1
  31     146        40   1821.0   1635.0   1675.0     249.0       2
  32     150        15    440.5    275.5    290.5     275.5       0
  33     152         1    441.5    288.5    289.5     288.5       0
  34     160        29   1361.0   1172.0   1201.0     281.5       1
  35     163        36   1911.5   1712.5   1748.5     295.0       2
  36     171         3    494.0    320.0    323.0     320.0       0
  37     176        13    507.0    318.0    331.0     318.0       0
  38     183        19   1460.5   1258.5   1277.5     324.0       1
  39     189        31   1475.5   1255.5   1286.5     350.5       1
  40     195         2    558.0    361.0    363.0     361.0       0
  41     200        46   1926.5   1680.5   1726.5     358.0       2
  42     203        22   1498.0   1273.0   1295.0     371.5       1
  43     209        40   1934.5   1685.5   1725.5     382.0       2
  44     212         2    609.5    395.5    397.5     395.5       0
  45     216         5    621.5    400.5    405.5     400.5       0
  46     220        21   1519.5   1278.5   1299.5     401.5       1
  47     223        77   2090.0   1790.0   1867.0     415.0       4
  48     229         7    661.5    425.5    432.5     425.5       0
  49     232        11    689.0    446.0    457.0     446.0       0
  50     238        36   1955.0   1681.0   1717.0     451.0       2
  51     243         9    714.5    462.5    471.5     462.5       0
  52     251        12    729.5    466.5    478.5     466.5       0
  53     254        23   1574.5   1297.5   1320.5     475.5       1
  54     261         4    750.0    485.0    489.0     485.0       0
  55     268        26   1584.5   1290.5   1316.5     488.0       1
  56     273        38   1961.0   1650.0   1688.0     499.5       2
  57     277        21   1606.0   1308.0   1329.0     512.0       1
  58     284         7    812.5    521.5    528.5     521.5       0
  59     290        33   1962.0   1639.0   1672.0     522.5       2
  60     295        13    858.5    550.5    563.5     550.5       0
  61     300        26   1639.5   1313.5   1339.5     558.5       1
  62     304        43   1973.0   1626.0   1669.0     571.0       2
  63     309        26   1666.0   1331.0   1357.0     582.5       1
  64     315         1    925.5    609.5    610.5     609.5       0
  65     322         2    927.5    603.5    605.5     603.5       0
  66     327        41   1982.0   1614.0   1655.0     600.5       2
  67     330        18   1690.5   1342.5   1360.5     614.0       1
  68     338         5    965.5    622.5    627.5     622.5       0
  69     342        34   1984.0   1608.0   1642.0     623.5       2
  70     346        44   1996.0   1606.0   1650.0     647.0       2
  71     352         8   1017.5    657.5    665.5     657.5       0
  72     356        19   1726.5   1351.5   1370.5     661.5       1
  73     361        23   1733.5   1349.5   1372.5     673.0       1
  74     365         3   1056.5    688.5    691.5     688.5       0
  75     370        10   1066.5    686.5    696.5     686.5       0
  76     374        21   1738.5   1343.5   1364.5     692.5       1
  77     376        30   1752.5   1346.5   1376.5     707.0       1
  78     381        26   1762.5   1355.5   1381.5     731.5       1
  79     386        30   1776.5   1360.5   1390.5     743.0       1
  80     389        28   1788.5   1371.5   1399.5     756.5       1
  81     393         4   1166.0    769.0    773.0     769.0       0
  82     398        16   1194.0    780.0    796.0     780.0       0
  83     403        48   2012.0   1561.0   1609.0     791.0       2
  84     408        24   1813.0   1381.0   1405.0     802.5       1
  85     411         5   1232.0    816.0    821.0     816.0       0
  86     416        12   1260.5    832.5    844.5     832.5       0
  87     421        49   2077.0   1607.0   1656.0     839.5       3
  88     425         2   1279.0    852.0    854.0     852.0       0
  89     429        28   1849.5   1392.5   1420.5     850.0       1
  90     434        32   1865.5   1399.5   1431.5     861.5       1
  91     439         1   1313.0    873.0    874.0     873.0       0
  92     447         2   1315.0    866.0    868.0     866.0       0
  93     450        25   1874.5   1399.5   1424.5     865.0       1
  94     455        47   2043.5   1541.5   1588.5     876.5       2
  95     459         7   1368.0    902.0    909.0     902.0       0
  96     463         4   1372.0    905.0    909.0     905.0       0
  97     466        48   2059.5   1545.5   1593.5     906.0       2
  98     474        16   1404.5    914.5    930.5     914.5       0
  99     477        11   1432.0    944.0    955.0     944.0       0
 100     482         9   1441.0    950.0    959.0     950.0       0
Average CPU burst time = 20.0 ms,   Average waiting time = 892.5 ms
Average turn around time = 913.0 ms,  Average response time = 453.0 ms
Total No. of Context Switching Performed = 80
